Produto,Empresa,Ingrediente Ativo,URL
Dorado,Adama,"Equivalente ácido de Triclopir, Triclopir-butotílico",/agrolinkfito/produto/dorado_10133.html
Dorai,Iharabras,"Dibrometo de diquate, Equivalente íon Diquate",/agrolinkfito/produto/dorai_11744.html
Dorai Max,Iharabras,"Amicarbazona, Dibrometo de diquate, Equivalente íon Diquate",/agrolinkfito/produto/dorai-max_11753.html
Dormex,Basf,Cianamida hidrogenada,/agrolinkfito/produto/dormex_3482.html
Dosay,Proregistros,"Cimoxanil, Mancozebe",/agrolinkfito/produto/dosay_11467.html
Draxx,Ouro Fino,Sulfentrazona,/agrolinkfito/produto/draxx_11029.html
Drible,Sumitomo,Lactofem,/agrolinkfito/produto/drible_7473.html
Drill Protection,Simbiose,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/drill-protection_11735.html
Dropp Ultra SC,Bayer,"Diurom, Tidiazurom",/agrolinkfito/produto/dropp-ultra-sc_3580.html
Du Dim 80 WG,UPL,Diflubenzurom,/agrolinkfito/produto/du-dim-80-wg_8128.html
Du Din,UPL,Diflubenzurom,/agrolinkfito/produto/du-din_7985.html
Dual Gold,Syngenta,S-Metolacloro,/agrolinkfito/produto/dual-gold_8774.html
Dual Gold 915 EC,Syngenta,S-Metolacloro,/agrolinkfito/produto/dual-gold-915-ec_8611.html
Dublon SC,Avgust Crop,Nicossulfurom,/agrolinkfito/produto/dublon-sc_10270.html
Dumper,Tecnomyl,Tebutiurom,/agrolinkfito/produto/dumper_11401.html
DUO,Prentiss Química,"Diurom, Hexazinona",/agrolinkfito/produto/duo_10371.html
Duocontrol,Simbiose,"Beauveria bassiana isolado IBCB 66, Metarhizium anisopliae cepa IBCB 425",/agrolinkfito/produto/duocontrol_11094.html
Duozina,Agro Import,"Atrazina, Simazina",/agrolinkfito/produto/duozina_11035.html
Durance TM/Seletio/Contriso/Conforz,Basf,Isoxaflutol,/agrolinkfito/produto/durance-tm-seletio-contriso-conforz_7859.html
Duravel,Basf,Bacillus amyloliquefaciens cepa MBI600,/agrolinkfito/produto/duravel_10704.html
Durivo,Syngenta,"Clorantraniliprole, Tiametoxam",/agrolinkfito/produto/durivo_8914.html
Dux/Biotrinsic Beauveria,Ballagro,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/dux-biotrinsic-beauveria_10749.html
Dynasty,Syngenta,"Azoxistrobina, Fludioxonil, Metalaxil-M",/agrolinkfito/produto/dynasty_8029.html
Dytrol,Rawell Agro,Óleo mineral,/agrolinkfito/produto/dytrol_3031.html
Eagle,Adama,Clomazona,/agrolinkfito/produto/eagle_8011.html
Echo,Oxon,Clorotalonil,/agrolinkfito/produto/echo_7370.html
Echo WG,Oxon,Clorotalonil,/agrolinkfito/produto/echo-wg_7148.html
Ecobaci T,Vital Brasil,Bacillus thuringiensis isolado kurstaki S1450,/agrolinkfito/produto/ecobaci-t_11563.html
Ecobals,Vital Brasil,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/ecobals_11559.html
EcoBass,Toyobo,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/ecobass_10284.html
Ecobass Ultra/Beauvesmart/Agnexmmon/Vitales Gratto Bover,Toyobo,Beauveria bassiana isolado IBCB 66,/agrolinkfito/produto/ecobass-ultra-beauvesmart-agnexmmon-vitales-gratto-bover_11696.html
EcoClavy,Vital Brasil,Metarhizium anisopliae cepa IBCB 425,/agrolinkfito/produto/ecoclavy_11896.html
EcoCordy,Vital Brasil,"Isaria fumosorosea, cepa ESALQ-3422",/agrolinkfito/produto/ecocordy_11582.html
EcoFog-160,Sumitomo,Pirimetanil,/agrolinkfito/produto/ecofog-160_11922.html
Ecokiller,Aqua,"Concentração de Azadiractina A, Concentração de Azadiractina B, Óleo de Neem (Azadirachta indica)",/agrolinkfito/produto/ecokiller_12012.html
EcoMeta,Toyobo,Metarhizium anisopliae cepa IBCB 425,/agrolinkfito/produto/ecometa_8459.html
Ecometa Power/Metasmart/Agoptimmon/Metatrix/Vitales Gratto Meta,Toyobo,Metarhizium anisopliae cepa IBCB 425,/agrolinkfito/produto/ecometa-power-metasmart-agoptimmon-metatrix-vitales-gratto-meta_10277.html
Eco-Shot,Iharabras,Bacillus amyloliquefaciens,/agrolinkfito/produto/eco-shot_10302.html
Ecotésia,Toyobo,"Cotesia flavipes (Cameron, 1891), Cotesia flavipes (Cameron, 1891), Cotesia flavipes (Cameron, 1891)",/agrolinkfito/produto/ecotesia_8915.html
Ecotetran,Vital Brasil,"Beauveria bassiana isolado IBCB 66, Metarhizium anisopliae cepa IBCB 425",/agrolinkfito/produto/ecotetran_11564.html
Ecotrich WP/Tecnus/Dermavale/TrichoNext/Trichofull/Bionova Sanus Tricho,Ballagro,"Trichoderma harzianum, isolado IBLF006",/agrolinkfito/produto/ecotrich-wp-tecnus-dermavale-trichonext-trichofull-bionova-sanus-tricho_8889.html
Eddus,Syngenta,"Equivalente ácido de Fomesafem, Fomesafem, S-Metolacloro",/agrolinkfito/produto/eddus_11607.html
Eddus EC,Syngenta,"Fomesafem, S-Metolacloro",/agrolinkfito/produto/eddus-ec_11891.html
Edegal,Proregistros,Mancozebe,/agrolinkfito/produto/edegal_11220.html
Eficax,Tecnomyl,Metomil,/agrolinkfito/produto/eficax_10269.html
Eforia,Syngenta,"Lambda-Cialotrina, Tiametoxam",/agrolinkfito/produto/eforia_8439.html
Egan,Albaugh,"Dibrometo de diquate, Diquate",/agrolinkfito/produto/egan_10421.html
Eject,Proventis,Sulfentrazona,/agrolinkfito/produto/eject_11707.html
Elagesk C.i.,Simbiose,Chrysodeixis includens nucleopolyhedrovirus (ChinNPV),/agrolinkfito/produto/elagesk-c-i-_11571.html
Elagesk S.f,Simbiose,Spodoptera frugiperda multiple nucleopolyhedrovirus (SfMNPV),/agrolinkfito/produto/elagesk-s-f_11856.html
Elatus,Syngenta,"Azoxistrobina, Benzovindiflupir",/agrolinkfito/produto/elatus_8969.html
Elatus 150 EC,Syngenta,"Azoxistrobina, Benzovindiflupir",/agrolinkfito/produto/elatus-150-ec_10462.html
Elatus Easy,Syngenta,"Azoxistrobina, Benzovindiflupir",/agrolinkfito/produto/elatus-easy_11993.html
Elatus Trio,Syngenta,"Azoxistrobina, Benzovindiflupir, Difenoconazol",/agrolinkfito/produto/elatus-trio_10836.html
Elbom,Iharabras,Benfuracarbe,/agrolinkfito/produto/elbom_8512.html
Electro,Ouro Fino,Clomazona,/agrolinkfito/produto/electro_10830.html
Eleitto,Iharabras,"Acetamiprido, Etofenproxi",/agrolinkfito/produto/eleitto_10362.html
Elestal 300 SC,Syngenta,Espiropidiona,/agrolinkfito/produto/elestal-300-sc_11973.html
Elestal Neo,Syngenta,"Acetamiprido, Espiropidiona",/agrolinkfito/produto/elestal-neo_12149.html
Eleve,Ouro Fino,Mancozebe,/agrolinkfito/produto/eleve_8361.html
Elglysate 480 SL,AllierBrasil,"Equivalente ácido de Glifosato, Glifosato",/agrolinkfito/produto/elglysate-480-sl_12178.html
Eliack,TradeCorp,Sulfentrazona,/agrolinkfito/produto/eliack_11635.html
Eliminate,CHDS do Brasil,Glufosinato - Sal de amônio,/agrolinkfito/produto/eliminate_11375.html
Elite,Bayer,Tebuconazol,/agrolinkfito/produto/elite_7532.html
Ellect,Oxiquímica,"Equivalente em cobre metálico, Hidróxido de cobre",/agrolinkfito/produto/ellect_8410.html
Emblema,AllierBrasil,Carbendazim,/agrolinkfito/produto/emblema_11759.html
Emerald,FMC,Tetraconazol,/agrolinkfito/produto/emerald_7351.html
Emeritus Max 720 SC,CropChem,Clorotalonil,/agrolinkfito/produto/emeritus-max-720-sc_12201.html
Eminent 125 EW/Yaba 125 EW,Gowan,Tetraconazol,/agrolinkfito/produto/eminent-125-ew-yaba-125-ew_5768.html
Eminent Excell,Gowan,"Azoxistrobina, Tetraconazol",/agrolinkfito/produto/eminent-excell_10062.html
Eminent Gold,Gowan,Tetraconazol,/agrolinkfito/produto/eminent-gold_8393.html
Empiric,CTVA Proteção de Cultivos,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/empiric_11476.html
Emzeb 800 WP,Sabero,Mancozebe,/agrolinkfito/produto/emzeb-800-wp_8506.html
Emzeb Platina,Sabero,Mancozebe,/agrolinkfito/produto/emzeb-platina_11385.html
Encke,Sumitomo,Diurom,/agrolinkfito/produto/encke_11218.html
Engenia,Basf,Dicamba,/agrolinkfito/produto/engenia_11966.html
Engeo,Syngenta,"Cipermetrina, Tiametoxam",/agrolinkfito/produto/engeo_5045.html
Engeo Pleno S,Syngenta,"Lambda-Cialotrina, Tiametoxam",/agrolinkfito/produto/engeo-pleno-s_5993.html
Enlist Colex-D,CTVA Proteção de Cultivos,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/enlist-colex-d_10893.html
Enlist Crops Colex-D,CTVA Proteção de Cultivos,"2,4-D, Equivalente ácido de 2,4-D",/agrolinkfito/produto/enlist-crops-colex-d_11469.html
EnlistDuo Colex-D,CTVA Proteção de Cultivos,"2,4-D Sal de Colina, Equivalente ácido de 2,4-D, Equivalente ácido de Glifosato, Glifosato - Sal de Dimetilamina",/agrolinkfito/produto/enlistduo-colex-d_10381.html
Entigris,Basf,"Alfa-Cipermetrina, Dinotefuram",/agrolinkfito/produto/entigris_11266.html
Entigris WG,Basf,"Alfa-Cipermetrina, Dinotefuram",/agrolinkfito/produto/entigris-wg_11919.html
Entoar/Sugaron/Teburon,Rainbow Defensivos,Tebutiurom,/agrolinkfito/produto/entoar-sugaron-teburon_11033.html
Entomite,Koppert,"Stratiolaelaps scimitus, Stratiolaelaps scimitus",/agrolinkfito/produto/entomite_10524.html
Entone,Rainbow Defensivos,Tebutiurom,/agrolinkfito/produto/entone_11106.html
Entrust,CTVA Proteção de Cultivos,Espinosade,/agrolinkfito/produto/entrust_8448.html
Envidor/Vesuve,Gowan,Espirodiclofeno,/agrolinkfito/produto/envidor-vesuve_3827.html
Envoke,Syngenta,Trifloxissulfurom-sódico,/agrolinkfito/produto/envoke_5057.html
Envoy,Basf,"Epoxiconazol, Piraclostrobina",/agrolinkfito/produto/envoy_8036.html
Epik,Sipcam Nichino,Lactofem,/agrolinkfito/produto/epik_12025.html
Epimec,Syngenta,Abamectina,/agrolinkfito/produto/epimec_10796.html
Epingle 100,Sumitomo,Piriproxifem,/agrolinkfito/produto/epingle-100_8132.html
Epingle 100 EW,Sumitomo,Piriproxifem,/agrolinkfito/produto/epingle-100-ew_10859.html
Epizotil,Agrobiológica Sustentabilidade,"Metarhizium rileyi, cepa CCT7771",/agrolinkfito/produto/epizotil_11983.html
Equally,AllierBrasil,Mancozebe,/agrolinkfito/produto/equally_10910.html
Equation,FMC,"Cimoxanil, Famoxadona",/agrolinkfito/produto/equation_3171.html
Equinox,Rotam,"S-Metolacloro, Sulfentrazona",/agrolinkfito/produto/equinox_11968.html
Equip Plus,Bayer,"Foransulfurom, Iodosulfurom-metílico",/agrolinkfito/produto/equip-plus_2981.html
Erradicur,Tecnomyl,Tebuconazol,/agrolinkfito/produto/erradicur_10063.html
Erradik,CHDS do Brasil,Difenoconazol,/agrolinkfito/produto/erradik_11739.html
Esbrilha,Rainbow Defensivos,S-Metolacloro,/agrolinkfito/produto/esbrilha_12193.html
Escudo 500 EC,Adama,Clomazona,/agrolinkfito/produto/escudo-500-ec_8329.html
Esplanade,Environmental,Indaziflam,/agrolinkfito/produto/esplanade_10201.html
Esplanade Optima,Environmental,"Indaziflam, Iodosulfurom-metílico",/agrolinkfito/produto/esplanade-optima_10547.html
EssencialBR,Ouro Fino,Propilenoglicol,/agrolinkfito/produto/essencialbr_11017.html
Esteio,Ouro Fino,Espirodiclofeno,/agrolinkfito/produto/esteio_11054.html
Ethrel 720,Bayer,Etefom,/agrolinkfito/produto/ethrel-720_3488.html
Ethrel PA,Bayer,Etefom,/agrolinkfito/produto/ethrel-pa_6058.html
Eventra,Alta,Fipronil,/agrolinkfito/produto/eventra_8727.html
Evidence 700 WG,Bayer,Imidacloprido,/agrolinkfito/produto/evidence-700-wg_3296.html
Evolution,UPL,"Azoxistrobina, Mancozebe, Protioconazol",/agrolinkfito/produto/evolution_11588.html
